LOCATION,LATITUDE,LONGITUDE,FIPS,AREA,IRRIGATION,TEMP_01,TEMP_02,TEMP_03,TEMP_04,TEMP_05,TEMP_06,TEMP_07,TEMP_08,TEMP_09,TEMP_10,TEMP_11,TEMP_12,TEMP_13,TEMP_14,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,PREC_06,PREC_07,PREC_08,PREC_09,PREC_10,PREC_11,PREC_12,PREC_13,PREC_14,RAD_01,RAD_02,RAD_03,RAD_04,RAD_05,RAD_06,RAD_07,RAD_08,RAD_09,RAD_10,RAD_11,RAD_12,RAD_13,RAD_14,RAD_13,RAD_14,CEC,PH,ORGANIC MATTER ,CLAY,SILT_TOP,SAND_TOP,AWC_100CM
2310,40.9494,-89.1391,17203,9907.6,76.587367,3536.5,3522.6,3385.8,3425.9,3707.5,3545.1,3684.8,3462.9,3403.8,3831.3,3626.2,3839.1,3529.1,3422.3,3625.7,496.8,568.2,490.9,392.8,249.9,436.6,306.9,799.6,627.4,769.7,656.5,395,652.7,606.7,655.8,1111036,1100502,1106956,1106207,1164896,1079093,1140631,1047190,1036600,1088868,1056973,1150442,1070712,1068668,28.946181,6.334831,4.87897,28.382595,57.494213,14.131438,26.019965
2320,41.8038,-89.0386,17103,5567.7,818.184127,3407.2,3395.2,3232.8,3288.3,3573.2,3402.4,3532.8,3302,3198.3,3595.5,3376.3,3619.9,3336.8,3228.2,3427,518.5,513.8,544.6,440.2,250.5,477.9,341.1,684.4,709,848.6,663.7,413.2,646.4,581.3,617.3,1106855,1104826,1103173,1096116,1162030,1068247,1137954,1044546,1022223,1054726,1051761,1142612,1050076,1058505,25.731916,6.171853,5.242155,23.251591,59.351128,17.280961,24.439735
2360,43.88055,-88.83645,55139,2448.2,55.374314,3099.5,3090.1,2933.9,2907.4,3231.2,3143.7,3164.3,3089.5,3002.1,3377.7,3108.4,3464,3063.7,2994.7,3235.9,491.3,411.5,429.1,553.4,284.4,461.8,456.7,601.4,546,782.5,536.3,369.2,571.5,734.2,547.3,1080991,1107114,1095120,1067248,1140296,1073098,1113942,1034708,1030228,1025914,1010109,1113329,1008469,1006312,24.384259,6.229391,10.1534,20.683738,40.316696,38.941117,22.137999
2401,41.85304,-83.8897,26091,8154.2,367.752589,3248,3333,3082.2,3178,3377.4,3245.3,3307.1,3292.5,3153.2,3496,3273.8,3462.1,3188.4,3096.3,3292.8,440.4,458.5,476.5,471.9,365.7,505.8,356.5,633.5,497.4,676.6,738.7,426.6,508.3,593.9,523.3,1082990,1101959,1063854,1056558,1113659,1079980,1142007,1070656,1032934,1076602,994562,1115948,1031735,1036649,23.326172,6.508818,6.24208,24.929615,35.695385,39.297815,21.974501
2403,41.49771,-84.2218,39051,8495.7,77.247666,3318.5,3405.3,3147.4,3242.3,3414,3286.9,3371.5,3415.5,3302.4,3593.4,3428.6,3562.5,3313.8,3214,3371.6,451.6,502.9,529.9,490.8,406.9,521.6,348.8,565.2,547.6,637.9,811.9,476.9,572,632.8,609.2,1088312,1095731,1061458,1056153,1112484,1080667,1141454,1080072,1043247,1092290,1009798,1128344,1042088,1045319,23.321181,6.534635,5.115818,30.310981,39.334129,30.351273,23.589431
2405,41.03575,-83.75086,39063,8836.3,24.642896,3366.3,3493.8,3220,3310,3446.6,3326.7,3425.1,3416.1,3355.6,3660.9,3497,3601.7,3373.7,3304.7,3449.7,493.1,571.2,596.8,517.8,474.7,524.7,349.6,534.9,563.7,542.8,872.4,474,617.4,698.6,559.3,1081746,1089583,1054250,1041735,1104772,1081748,1143176,1072075,1037173,1092517,1013273,1123930,1034931,1048791,22.700159,6.297555,5.070031,27.158058,42.484447,30.387876,23.442925
2440,41.088768,-84.923992,18003,8018.9,103.590251,3404.2,3487,3220.6,3320.7,3475.9,3319.4,3464.8,3467.3,3388,3666.6,3501.9,3624.8,3377,3245.2,3426.5,490.3,570.5,585.9,510.4,434,562.6,356.2,567,558.5,615.3,805.9,429.1,606.5,707.6,640.1,1099022,1086149,1058441,1061272,1108881,1076707,1136233,1085666,1038165,1091338,1030197,1139395,1054354,1048090,24.700159,6.542723,5.261963,32.82921,42.223669,24.938874,24.791471
2441,41.100331,-84.943328,18003,8018.9,103.590251,3404.2,3487,3220.6,3320.7,3475.9,3319.4,3464.8,3467.3,3388,3666.6,3501.9,3624.8,3377,3245.2,3426.5,490.3,570.5,585.9,510.4,434,562.6,356.2,567,558.5,615.3,805.9,429.1,606.5,707.6,640.1,1099022,1086149,1058441,1061272,1108881,1076707,1136233,1085666,1038165,1091338,1030197,1139395,1054354,1048090,24.700159,6.542723,5.261963,32.82921,42.223669,24.938874,24.791471
2450,41.442455,-84.067736,39069,6807.1,38.231477,3325,3427.9,3164.9,3258.1,3422,3297.4,3377,3408.2,3293.4,3591.6,3428.6,3564,3315.3,3227.5,3389.9,451.2,501.5,538.1,481.8,416.3,512.7,343.3,562.2,535.4,624.5,839,475,576,617.5,590.1,1085007,1095171,1060796,1051173,1110759,1081349,1143037,1073782,1042507,1089562,1007280,1126301,1039960,1047012,22.995153,6.441833,5.166258,27.594763,36.238209,36.187428,22.536458
2460,42.280688,-85.097231,26025,2762.1,409.504182,3216.9,3277.8,3044.8,3134.4,3359.7,3222.3,3304.8,3243.3,3107.8,3430.8,3220.7,3428.4,3140.1,3056.1,3240.1,455.9,476.3,450.1,489.8,335.9,476.3,359,687.7,617.1,703.6,776.8,402.6,645.9,635.8,647,1089599,1101100,1057197,1063838,1112960,1077509,1133889,1086962,1027565,1071281,1005379,1128738,1036649,1026325,21.491826,6.029767,9.477693,17.59592,32.268229,50.162254,19.583746
2470,41.795526,-83.823814,26091,7995.8,435.875248,3243.5,3335.4,3093.9,3185.4,3381.2,3253.6,3284.4,3380.8,3236.1,3556,3363.9,3534.4,3259.4,3182.1,3379.3,388.2,413.1,465.2,418.5,350.7,468.2,319.5,573.6,473.4,645.4,783.1,479.6,550,668.4,513.2,1082279,1102598,1066387,1053787,1115436,1082047,1145230,1064539,1041164,1084769,1000213,1119102,1036209,1045564,23.564164,6.611328,6.308931,30.145038,35.341435,34.517361,23.219423
3120,40.81136,-97.22105,31159,8581.7,9554.536019,3754.6,3837.9,3640.1,3659.9,3868.7,3806.9,3774.3,3573.6,3552.8,3834.5,3769,4113.1,3702.4,3653.6,3667.2,452.4,309.5,331,293.7,281.8,321.5,438.4,602.8,641.2,656.1,597.4,287.5,472.5,585.5,729.2,1146080,1197977,1162911,1163510,1187992,1175167,1154896,1119788,1115222,1134181,1126969,1214992,1087708,1120001,26.155671,6.124392,3.430133,28.123119,56.874711,15.0102,25.59375
3121,40.81449,-97.21952,31159,8581.7,9554.536019,3754.6,3837.9,3640.1,3659.9,3868.7,3806.9,3774.3,3573.6,3552.8,3834.5,3769,4113.1,3702.4,3653.6,3667.2,452.4,309.5,331,293.7,281.8,321.5,438.4,602.8,641.2,656.1,597.4,287.5,472.5,585.5,729.2,1146080,1197977,1162911,1163510,1187992,1175167,1154896,1119788,1115222,1134181,1126969,1214992,1087708,1120001,26.155671,6.124392,3.430133,28.123119,56.874711,15.0102,25.59375
3130,40.29883,-97.13209,31095,7523.6,6171.819101,3798.9,3889.2,3699.7,3690.9,3884,3868.4,3835.3,3632,3623.9,3925.8,3884.3,4201.3,3749.2,3739.7,3783.1,496.5,332.3,312.6,314.5,333.3,319.6,448.1,650.6,616.5,579.3,611.7,290.4,495.9,674.2,708.4,1146008,1189609,1160503,1167018,1188596,1174144,1144132,1108380,1114843,1146879,1145981,1213273,1087546,1124699,25.854528,6.049624,3.356874,27.524161,54.155237,18.275318,25.226975
3135,40.29883,-97.13113,31095,7523.6,6171.819101,3798.9,3889.2,3699.7,3690.9,3884,3868.4,3835.3,3632,3623.9,3925.8,3884.3,4201.3,3749.2,3739.7,3783.1,496.5,332.3,312.6,314.5,333.3,319.6,448.1,650.6,616.5,579.3,611.7,290.4,495.9,674.2,708.4,1146008,1189609,1160503,1167018,1188596,1174144,1144132,1108380,1114843,1146879,1145981,1213273,1087546,1124699,25.854528,6.049624,3.356874,27.524161,54.155237,18.275318,25.226975
3140,40.4636,-98.01376,31035,6597.1,15305.3681,3717.9,3817.8,3591.4,3629.3,3799,3752.2,3706.8,3495,3494.6,3834.2,3743.9,4092.4,3678.9,3608.5,3699.9,419,262.6,338.3,282.6,287.7,293.1,429.4,667.8,556.9,527.8,570.6,310.1,458.6,506.9,720.9,1161100,1209907,1175362,1171005,1194031,1186506,1159182,1135078,1122963,1158037,1144178,1217645,1112877,1139258,25.931785,6.080331,3.554542,27.54145,58.894821,13.483579,25.745291
3170,40.462764,-99.488756,31137,8796.1,20492.89921,3660.7,3741.1,3545.6,3529.3,3689.1,3677.9,3620.7,3384.1,3319.8,3693.2,3580.3,4008.3,3615.3,3496.4,3611.4,356.7,200.6,270.2,276.3,255.2,240.7,348.2,519.4,402.5,526.7,542.2,226,437.9,511.7,598.2,1190446,1233422,1203667,1186840,1214553,1208059,1187843,1162464,1125448,1177124,1150487,1221550,1146656,1171270,23.832176,6.291471,2.962732,22.157335,50.150029,27.691117,23.666124
3202,41.03552,-94.3352,19175,7925.1,2.056075,3529.3,3533.2,3433.5,3397.7,3664.8,3639,3642.8,3351.5,3344.4,3682,3571.4,3881.5,3479.2,3396.6,3555.4,616.6,535.7,400.4,396.2,319.1,314.3,335.6,794.5,576.2,983.3,643.6,377.3,705.8,682.9,943,1101420,1136909,1133924,1133447,1177896,1126736,1159489,1096786,1092491,1082287,1089651,1177336,1059576,1050269,29.997323,6.257805,4.127975,31.326751,55.720052,12.982711,26.784896
3203,39.744161,-94.404116,29049,6604.4,15.184996,3816.6,3802.8,3684,3622.3,3906.4,3898.3,3940.7,3673.1,3593.3,3991.2,3884.7,4172.3,3738.7,3737.8,3852.2,636.6,591.2,494.8,432.7,317,321.4,281.9,745,655.8,730.5,603.7,375,648.3,525.4,733.5,1114290,1141271,1141721,1135861,1182674,1144251,1131629,1096253,1087707,1100991,1118585,1176043,1078981,1096332,26.927662,6.110554,3.676102,28.014395,61.23235,10.51454,26.233767
3205,41.521276,-93.805922,19121,3306.5,48.638183,3515.6,3516.1,3428.3,3392.4,3653.7,3623.9,3627.7,3424,3385.9,3727.6,3557.7,3898.3,3504.5,3397.2,3595.8,602,532.8,425.1,419.4,313.5,314.3,346.2,780.1,647,1017.3,670.5,364.7,662.5,1006.6,929.5,1097478,1130624,1128596,1126321,1173946,1118698,1162053,1083717,1081788,1075424,1068763,1163583,1053787,1032113,26.300998,6.245696,4.393888,26.447266,52.522859,21.061343,24.749349
3230,42.027402,-93.770348,19015,8019.9,7.128219,3401.7,3412,3311.8,3291,3556.4,3497.4,3510.2,3326.4,3288.2,3605.5,3432.7,3791,3388.4,3272,3489.5,573,488.5,448,437.4,310.4,358.9,370.4,849,758.7,922.1,644.9,344.4,665.9,979,869.2,1093215,1127436,1124374,1121750,1164449,1111888,1162852,1074267,1081554,1080479,1066851,1153405,1054953,1019070,29.687138,6.3415,4.332499,26.049479,43.888021,30.106916,24.613043
3240,40.87808,-91.3241,19057,5857.3,409.387314,3549.2,3549.1,3444.5,3410.6,3698.2,3612.9,3652.6,3449.1,3406.4,3762.3,3633.4,3889.5,3582.1,3444,3625.3,588.9,565.3,477.3,405.6,237.4,332.3,320,816,709.9,901,674.7,504.5,666.6,718.4,730.1,1106357,1111796,1107643,1105084,1175285,1096135,1146364,1051926,1063094,1075092,1071921,1154962,1076006,1051493,26.232567,6.094546,4.137593,26.34498,65.39171,8.18844,25.751845
3250,41.5084,-92.2591,19107,8184.5,10.669301,3508.9,3510.7,3423.8,3374.6,3649,3596.4,3625.2,3384.7,3360.4,3706.9,3558.1,3826.1,3504.1,3375.5,3539.4,613.7,548,478.8,453.5,285.8,320,349.8,832.5,759,1005.9,666,452.6,631.8,873,790.6,1100185,1117271,1113681,1106577,1171764,1102234,1152772,1058569,1070058,1063252,1077719,1152815,1060971,1033852,26.721209,6.129022,4.370149,27.984375,55.205584,16.825593,25.457118
3260,41.174419,-95.070714,19029,9210.8,54.754267,3555.2,3574,3434.1,3415,3706.3,3646,3640.4,3378.6,3362.9,3651.9,3534.6,3871,3462,3376.6,3567.6,537.3,445.3,368.6,373.1,281.7,368.4,370.3,652.9,577.6,933.7,649.7,382.9,558,796.6,990.7,1105947,1152702,1141297,1142104,1178637,1137059,1163476,1100167,1101982,1093154,1102322,1188154,1064652,1059345,28.566189,6.123054,3.873409,30.151331,62.204138,7.618779,26.285742
3270,41.61648,-90.639011,19163,4262.3,183.247586,3467.7,3467,3352.7,3332.8,3632.6,3498.1,3577.5,3431.4,3343.5,3747.9,3544.8,3800.9,3511.8,3403.9,3570.7,549.3,522.1,506.1,437.2,225.3,386.8,346,755.2,673.1,862.3,601.6,445.9,673.9,580.8,736.7,1098416,1104037,1098151,1095078,1165773,1075831,1139697,1047453,1042367,1070876,1068836,1157628,1070681,1059211,25.836155,6.334375,4.515933,25.619141,57.108724,17.206308,24.725304
3271,41.61648,-90.639011,19163,4262.3,183.247586,3467.7,3467,3352.7,3332.8,3632.6,3498.1,3577.5,3431.4,3343.5,3747.9,3544.8,3800.9,3511.8,3403.9,3570.7,549.3,522.1,506.1,437.2,225.3,386.8,346,755.2,673.1,862.3,601.6,445.9,673.9,580.8,736.7,1098416,1104037,1098151,1095078,1165773,1075831,1139697,1047453,1042367,1070876,1068836,1157628,1070681,1059211,25.836155,6.334375,4.515933,25.619141,57.108724,17.206308,24.725304
3280,40.58812,-95.46632,19071,9996.9,672.502145,3707.6,3747.4,3592.8,3554.3,3821.3,3797.9,3806.4,3576.1,3545.5,3827.5,3814.6,4094.1,3654.1,3630.4,3791.3,557.9,437.8,361,357.1,324.5,358.3,353.3,765.2,569.9,730.4,620.1,330.3,655.4,672,794.2,1118450,1160329,1146286,1150248,1182821,1149834,1146095,1104258,1105001,1106654,1119136,1193071,1073187,1103402,28.073206,6.302655,3.601325,28.813802,63.26671,7.849609,26.02105
3290,39.13984,-92.01323,29007,6703.7,1308.19048,3900.2,3934.6,3747.6,3707.5,3948,3973.4,3955.8,3701.2,3698.5,4068.4,3987.3,4197.9,3798,3764.3,3909.9,553.7,523,468.8,361.8,333.4,302.4,298.9,804.6,794.9,642.9,654.6,398.4,461.4,500.1,696.2,1124458,1124147,1119955,1106389,1172146,1137669,1138740,1067971,1076921,1103067,1107133,1156855,1074800,1073612,24.447844,5.930462,3.545708,24.78125,65.62717,9.413484,26.284462
3310,40.12773,-88.08744,17019,10867,262.187981,3658.8,3734.4,3498.6,3557.7,3786.6,3603.4,3793,3614.2,3573.1,4013.3,3777.4,3945.2,3624.3,3521.2,3662.9,479.6,573.3,459,424.7,379.4,488.8,311.3,770.6,569,552.7,695.7,408.6,545.1,757.7,673.3,1115156,1085014,1109788,1111157,1139755,1091789,1144578,1081146,1041432,1132429,1056122,1156798,1065845,1077414,25.54919,6.154644,4.512686,24.760778,56.156467,19.125145,24.807096
3311,40.12773,-88.08744,17019,10867,262.187981,3658.8,3734.4,3498.6,3557.7,3786.6,3603.4,3793,3614.2,3573.1,4013.3,3777.4,3945.2,3624.3,3521.2,3662.9,479.6,573.3,459,424.7,379.4,488.8,311.3,770.6,569,552.7,695.7,408.6,545.1,757.7,673.3,1115156,1085014,1109788,1111157,1139755,1091789,1144578,1081146,1041432,1132429,1056122,1156798,1065845,1077414,25.54919,6.154644,4.512686,24.760778,56.156467,19.125145,24.807096
3315,40.950231,-89.139162,17123,7856.5,453.217903,3536.5,3522.6,3385.8,3425.9,3707.5,3545.1,3684.8,3462.9,3403.8,3831.3,3626.2,3839.1,3529.1,3422.3,3625.7,496.8,568.2,490.9,392.8,249.9,436.6,306.9,799.6,627.4,769.7,656.5,395,652.7,606.7,655.8,1111036,1100502,1106956,1106207,1164896,1079093,1140631,1047190,1036600,1088868,1056973,1150442,1070712,1068668,29.065032,6.40489,5.236967,27.748336,54.935836,17.353877,25.69707
3320,39.71001,-90.06519,17137,9288.8,249.918445,3756.8,3812.6,3607.5,3594.6,3885.6,3768.5,3866,3621.6,3613.8,4061.4,3838.3,4101.2,3716.7,3652.9,3845.3,498.6,509,450.9,385.7,256.4,381.8,257.1,877.5,770.4,599,774.1,344.5,511.8,569.1,666.1,1119572,1110194,1114075,1115987,1173445,1111285,1150122,1064004,1063891,1117978,1084856,1157852,1076187,1080063,24.949146,5.994893,3.954295,25.902344,68.651042,5.268591,25.673199
3330,40.5528,-89.473,17179,6651.2,1955.484531,3620.3,3631,3471.9,3486.5,3779.4,3629.7,3750.7,3547.2,3497.8,3933.9,3726.4,3954.8,3626.3,3515,3698.9,483.1,544.4,484,390,252.1,410.5,275.6,784.7,664.2,682.7,713.2,348.5,658.1,729.4,736.4,1112647,1101890,1108607,1111610,1169898,1090681,1143174,1051434,1044647,1108592,1067842,1153973,1076829,1069724,24.578125,6.089837,3.988499,24.516059,62.850984,12.589193,25.081901
3340,40.214522,-88.913641,17039,10511.1,76.381859,3640.8,3676.1,3489.4,3513.5,3799.8,3635.2,3777.6,3541.8,3500.1,3964.5,3731.4,3941.9,3615.4,3506.5,3673.3,464.7,539.2,463.8,398.7,284.4,432.6,275,758.4,598.6,626.8,668.3,360.1,551.1,745.5,693.3,1115288,1097216,1111903,1115129,1163371,1095100,1144457,1063502,1044432,1120373,1071322,1154417,1071861,1074860,26.560171,6.270893,4.637254,25.518051,63.873061,10.590764,25.551783
3370,40.417,-90.506017,17109,9386.5,37.630013,3668.5,3680.5,3532,3516.7,3803.1,3701.8,3780.2,3525.2,3468.1,3905.8,3742.2,3999.4,3658.8,3547.1,3756.3,527.8,543.4,494.1,379.4,251.5,362.2,269,909.4,731.2,750.1,658.3,402.2,637.5,635.8,593.9,1113804,1110360,1109807,1111829,1178229,1101868,1145791,1055844,1063936,1095473,1078545,1157022,1081129,1060535,27.742405,6.174971,4.459807,27.227069,68.254196,4.463542,26.128016
3410,40.31556,-85.74779,18095,7687.3,110.664734,3522.6,3633.3,3346.2,3464.3,3616,3416.1,3635.7,3520.1,3482.7,3842.6,3636.2,3723.4,3508,3368.9,3501.7,562,638.3,585.1,535.5,456.1,598.1,349.8,580.1,548.2,558.5,780,441.2,632.4,675.6,708,1104002,1072168,1063279,1067676,1103960,1071453,1132724,1094560,1018819,1112035,1039163,1139573,1061912,1066283,23.263021,6.458767,4.624764,24.526259,53.364511,22.161675,23.681554
3420,39.32349,-85.233553,18137,3497.9,17.129785,3676.2,3819.9,3497.3,3644.8,3774.5,3604.7,3829.6,3629.3,3555.3,4047.3,3732.5,3827,3575.2,3510.3,3632.1,636,757.8,703.3,629.7,484.5,540.6,351.6,530,822.6,519.3,843.3,471.5,597.1,634.1,871.1,1083321,1048863,1040227,1042041,1083747,1076760,1140341,1088975,1007787,1115552,1017467,1132126,1063793,1077948,18.95667,5.843229,4.390081,19.402995,61.03805,19.528935,23.085026
3490,40.899287,-86.814469,18181,6426.6,192.953296,3453,3482.7,3268.5,3348.1,3584.2,3390.2,3572.8,3458.8,3411.8,3721.7,3563.4,3719.4,3459.4,3300.5,3507,434,535.9,477.6,442.7,378.3,507.7,322.9,804.2,542.5,631.8,759.5,371,558.7,749,746.7,1115269,1090718,1091215,1093426,1133656,1076550,1137188,1079350,1028998,1105025,1037185,1149816,1060328,1056727,19.566045,6.176917,5.671409,15.652633,27.064525,57.282335,17.002778
3491,40.899287,-86.814469,18181,6426.6,192.953296,3453,3482.7,3268.5,3348.1,3584.2,3390.2,3572.8,3458.8,3411.8,3721.7,3563.4,3719.4,3459.4,3300.5,3507,434,535.9,477.6,442.7,378.3,507.7,322.9,804.2,542.5,631.8,759.5,371,558.7,749,746.7,1115269,1090718,1091215,1093426,1133656,1076550,1137188,1079350,1028998,1105025,1037185,1149816,1060328,1056727,19.566045,6.176917,5.671409,15.652633,27.064525,57.282335,17.002778
3501,40.12588,-76.53423,42071,1073.8,596.548113,3723.3,3861.6,3558.5,3757.9,3850.7,3789.2,3795.9,3791.5,3670,4020.4,3812.7,3825.8,3605.8,3650.3,3732.8,475.4,575.7,829,664.1,521.2,576.2,418.5,742.9,736.5,586.6,884.2,551.5,688,545.1,511.1,1078546,1077028,936752,989475,1070958,1051722,1114356,1032876,968956,1083431,990265,1058000,1044000,1072968,19.59971,5.963137,5.472535,20.728395,54.385403,24.856064,22.873704
3503,40.12587,-76.53434,42071,1073.8,596.548113,3723.3,3861.6,3558.5,3757.9,3850.7,3789.2,3795.9,3791.5,3670,4020.4,3812.7,3825.8,3605.8,3650.3,3732.8,475.4,575.7,829,664.1,521.2,576.2,418.5,742.9,736.5,586.6,884.2,551.5,688,545.1,511.1,1078546,1077028,936752,989475,1070958,1051722,1114356,1032876,968956,1083431,990265,1058000,1044000,1072968,19.59971,5.963137,5.472535,20.728395,54.385403,24.856064,22.873704
4104,39.010983,-95.210466,20045,4722.5,190.911028,4049.4,4029.1,3891.9,3815,4071,4120.6,4073.5,3855,3801.4,4222.2,4186.9,4391.7,3923.1,3960.8,4001.4,569.6,553.1,538.6,434.5,342.2,310.3,354.2,880.9,762.1,639.7,562.3,377.6,653.1,570,765.9,1133516,1149316,1154332,1144573,1186505,1166562,1104088,1087779,1080784,1123253,1151296,1179171,1080636,1116892,22.894242,6.499313,3.997221,23.591942,54.15191,22.28219,23.752799
4108,39.805992,-95.261603,20043,9546.9,177.615088,3854.1,3871.6,3728.6,3665.6,3927,3936.8,3968.9,3722.2,3623.3,4002.8,3951.4,4205.1,3776,3757.5,3883.8,596.5,513.1,453.3,415.9,352.7,340.7,296.7,729.6,635.7,709.7,535.4,339.5,557.7,630.1,736.8,1124855,1155007,1149231,1148789,1184332,1156709,1126072,1094822,1092153,1114006,1128859,1184089,1079015,1112949,26.337167,6.267969,3.531338,26.081742,61.863498,12.046224,25.126845
4110,39.78421,-97.86691,20157,5759.3,4111.376335,3876.7,3978.3,3751.6,3770.7,3936.7,3933.5,3870.3,3688.7,3703,4073.5,4021.9,4305.6,3840.1,3915.6,3928.7,471.5,256.8,319.6,306.4,299.9,275.6,446.3,643.6,617.4,525,500.1,321.7,490.4,431.4,597.1,1172365,1207175,1181466,1179990,1204030,1192486,1153138,1140291,1132357,1169152,1173574,1217500,1117055,1147378,23.202257,6.453711,3.052826,21.578704,50.681279,27.755136,23.025694
4120,39.747108,-95.470291,20013,8446.3,110.484664,3848.3,3869.8,3725.1,3662.6,3920,3931.8,3962.1,3722.1,3622.1,4001.2,3956.3,4211.9,3771.5,3767.6,3872.6,594.4,505.5,447.8,414.1,357.4,341,301.6,739.3,629.7,669.6,507.9,320.9,530.2,632.4,707,1126008,1156248,1149833,1150000,1184520,1157795,1125847,1094848,1096487,1119000,1132379,1187499,1082148,1116161,27.320964,6.285648,3.535033,28.220631,58.24906,13.506149,25.61684
4215,40.569134,-95.694995,19071,7635,681.312339,3779.8,3827.9,3665.8,3632,3900.8,3863.4,3861.6,3664.9,3638.9,3911.1,3906.3,4197.7,3748.7,3747.2,3825.3,532,408.5,345.4,348.8,311.9,364.7,384.8,719.1,549.4,704.7,584.4,330.2,601.2,735.9,799.4,1122117,1167604,1148436,1152872,1183334,1153782,1148795,1104773,1106352,1111532,1120610,1196469,1074075,1104333,27.944251,6.697676,3.853998,26.140023,55.525919,18.320374,24.817159
4220,38.81503,-90.5927,29183,2505.9,123.239327,3988.3,4078.8,3837.3,3800.5,4053.5,4007,4076.2,3852.1,3857,4308.6,4095.2,4300.2,3921.5,3878.3,3944,532.9,483.8,436.2,416.2,313.7,351.1,272.2,828.3,658,582.3,728.4,385.4,524.5,628.1,763.1,1127489,1115687,1119090,1111736,1162964,1133024,1156259,1079022,1074749,1119727,1108812,1164382,1070697,1093418,21.866319,6.50144,4.424011,22.712095,58.599248,18.633825,23.80957
4260,40.16067,-92.0572,29103,5382.6,31.564411,3760.1,3759.3,3637.1,3603.5,3865.9,3826.1,3855.2,3611.2,3536.3,3914.9,3794.3,4056.3,3706.7,3627.6,3787.6,600,553.8,497,397.6,283.7,306.2,297.6,837.7,603.2,794.4,685.4,424.4,602.7,510.3,624.4,1117381,1120021,1117346,1113538,1179212,1120268,1147283,1074304,1080903,1087803,1077388,1157662,1073014,1056834,25.205078,5.976924,4.041788,26.602937,58.694806,14.610026,25.771376
4270,39.185239,-93.324883,29195,9507.9,182.632845,3948.1,3944.1,3808.3,3756.7,4018.1,4043.1,4009.5,3824.6,3766.6,4124,4056.4,4323,3897,3844,3943,593.8,589.5,505.9,379.7,295.9,283.8,306,883.9,677,630.2,702.5,372.3,512.2,549.3,820.8,1119415,1129693,1129679,1113576,1178569,1141663,1128841,1078114,1076072,1101527,1118913,1166912,1081778,1085627,24.522642,6.443902,3.781648,23.424117,62.75463,13.753255,24.496202
4310,38.7362,-89.59698,17119,4763.7,104.707088,3999.2,4130.6,3851.8,3840.5,4083.4,3980.3,4115.7,3877.1,3875.1,4310.7,4107.8,4283.2,3925.4,3870.2,3993.8,531.4,492.9,431.3,406.5,316.9,406.5,256.3,747.7,639.4,517,751,372.9,594.5,604.6,810.1,1127975,1107673,1121790,1116088,1149494,1128169,1166146,1093952,1071181,1136246,1111725,1161294,1062226,1108868,20.155888,6.258608,4.017265,19.458984,72.323061,7.991175,23.981228
4312,38.83001,-90.0379,17119,2803.3,70.842181,3965,4075,3819.1,3788.5,4039.1,3968.8,4071,3845.8,3845.6,4295.7,4082.8,4276.6,3913.3,3864.3,3989.1,529.7,481.5,429.5,419.1,309.2,376.7,261.5,821.6,585.4,517.6,723.6,371.9,562.6,548.7,783.8,1128341,1112195,1120382,1113730,1157645,1132358,1161523,1089042,1075533,1128400,1113228,1164547,1064169,1104253,19.728082,6.28138,3.78996,20.059968,65.455584,14.367549,23.461914
4320,39.1402,-87.86,17033,7761.1,623.312683,3885.1,4038.2,3720.4,3774.2,3966.4,3803.8,3996.8,3869.1,3799.1,4226.6,3985.1,4128.9,3810.8,3718.3,3822.7,496.9,555.8,460.4,414.1,373.4,484.3,288.9,577.3,664.6,452.3,857.5,424.5,552.5,646.4,737.5,1117683,1088292,1112322,1110076,1127424,1105139,1159541,1098227,1037373,1140262,1082211,1159041,1059175,1086454,20.061343,6.059295,3.831641,19.669777,56.416088,23.963614,23.069878
4330,38.495,-87.7274,17185,6350.3,1469.001391,4009.7,4174.2,3845,3899.2,4053,3917.6,4117.8,3943.4,3910,4332.3,4045.2,4210.9,3856.3,3825.4,3917.5,546.5,606.5,518,413.6,406.3,506.9,286.6,494.1,700.6,511.3,990.7,379.2,569.4,608.3,758,1118194,1088025,1110880,1104691,1118459,1112710,1169128,1104192,1041292,1130374,1074068,1160654,1058236,1098336,19.990656,6.098254,4.293061,20.680936,57.564537,21.725699,23.091504
4360,39.20204,-89.82713,17117,5678.6,35.699188,3852.5,3960.1,3704.3,3694,3970.5,3843.2,3968.4,3706.7,3723.1,4152.8,3900,4133,3771,3695.7,3829.8,497.4,497.4,411,413.5,289.5,400.4,264.5,853.6,708.9,567,712.5,342.3,593.7,551.3,700.5,1123736,1107446,1118515,1117556,1159543,1118289,1157894,1078800,1067267,1129571,1103934,1165577,1068931,1091194,22.157769,6.085475,3.7624,20.287977,69.740885,9.805266,24.536806
4370,38.48479,-89.74203,17027,7208.1,130.75672,3999.5,4125.1,3851.6,3835.9,4070.3,3980,4113.8,3906.3,3900.5,4345.6,4136.4,4318.9,3950,3899.7,4026.5,533.9,495.7,438.7,403.7,320,407.6,257.1,747,610.2,484.7,731.5,383.9,504.2,550.1,786.9,1129073,1107648,1122190,1115188,1148456,1131345,1167555,1094936,1075834,1131158,1110939,1160997,1062053,1111071,20.444083,6.312001,3.991933,20.10923,69.956814,9.77134,24.010981
